Název mapy,Odkaz na StareMapy.cz
Ovzdušné srážky v měsíci prosinci 1931 na území ČSR,http://staremapy.georeferencer.cz/map/JrijJvPR7q2RFmJ5ET3qSb/201411251550-IkYe0u/georeference,Národní technické muzeum
Vodní stavby provedené v 15. a 16. století na Třeboňsku,http://staremapy.georeferencer.cz/map/D5UBPRbqSj2kZYwmk4LK86/201411251532-Q9jm10/georeference,Národní technické muzeum
Výškopisný plán hlavního města Prahy s okolím,http://staremapy.georeferencer.cz/map/BQvXI0EqkD1IMZbg49RJJg/201411251607-myRliQ/georeference,Národní technické muzeum
Panorama der Elbe von Obřistwy in Böhmen,http://staremapy.georeferencer.cz/map/QtL9mRLJbq9R3Co2cA7EVX/201411251450-E5MN01/georeference,Národní technické muzeum
Státní mapa 1:5000,http://staremapy.georeferencer.cz/map/pYEasEWAibFhv2rzs20Un4/201411251629-RfJ0R6/georeference,Národní technické muzeum
Generalkarte von Zentraleuropa,http://staremapy.georeferencer.cz/map/0SsJRzH02CQQAs32tZgnYG/201411251544-7zfCMx/georeference,Národní technické muzeum
Pianta di Roma,http://staremapy.georeferencer.cz/map/eja1MzMQB4zuKN45ngN0Sy/201411251608-XBBjd2/georeference,Národní technické muzeum
Union of South Africa,http://staremapy.georeferencer.cz/map/pBGxe85w1K75EQYn9X3b3c/201411251612-37WAjf/georeference,Národní technické muzeum
Moravia,http://staremapy.georeferencer.cz/map/gpXSRcD6IN7jPvnuRg5dTI/201411251543-eTLYyQ/georeference,Národní technické muzeum
London 1890,http://staremapy.georeferencer.cz/map/Nd3IZLgOGiAr40tK4DOjJX/201411251442-RDkuDa/georeference,Národní technické muzeum
"Katastrální mapy, regulační plány aj. města Olomouce",http://staremapy.georeferencer.cz/map/TsCecgoEwnZ7KrNnq2Oueo/201411251541-ijr2Y2/georeference,Národní technické muzeum
Přehledná mapa velké Prahy,http://staremapy.georeferencer.cz/map/wpNX581a8BYBg2dKXSwQmL/201411251451-N0s9Az/georeference,Národní technické muzeum
Ganz neue Vorstellung des Rhein_Stroms von Basel bis Coblenz…,http://staremapy.georeferencer.cz/map/4vegxpI4C0u1iTiLXcgDnn/201411251450-jX0hB6/georeference,Národní technické muzeum
Afrika,http://staremapy.georeferencer.cz/map/7QeJSis08ahFrofubhgDNo/201411251604-Bmzr4k/georeference,Národní technické muzeum
Geologishe Übersichtskarte der Österreichischen Monarchie...,http://staremapy.georeferencer.cz/map/PCFBbFq81kC7wn9CmnyMiC/201411251446-4JEfsF/georeference,Národní technické muzeum
Oesterreichisch-Ungarische Monarchie,http://staremapy.georeferencer.cz/map/1jQRTIaGzwECXy7vOVpOWu/201411251545-HcYpDz/georeference,Národní technické muzeum
Bez titulu: Plan Troje,http://staremapy.georeferencer.cz/map/qzVimErPGopnLoe8QCtCls/201411251605-rEQFkt/georeference,Národní technické muzeum
Pivovary v království Českém,http://staremapy.georeferencer.cz/map/wvIdlUaz6ZL8M8ed7OaNGj/201411251610-UQZ5N5/georeference,Národní technické muzeum
"Turecko evropské Srbsko, Multany a Valachie, Černá Hora a pohraničné země Rakouské",http://staremapy.georeferencer.cz/map/vzjdwAdFms7xdefM65VLlO/201411251535-y6vf6E/georeference,Národní technické muzeum
Topographische - Carte des Rheinstromes und seiner beiderseitigen Ufer von Hüningen bis Lauterburg…,http://staremapy.georeferencer.cz/map/qa3D1t6ocAzpbww4nZLP1M/201411251546-Ei2MYi/georeference,Národní technické muzeum
Das Oesterreichische-Kaiserthum,http://staremapy.georeferencer.cz/map/wxYpKOmOUqVrqcUjG3XMT6/201411251446-RDgmSP/georeference,Národní technické muzeum
Eisenbahnkarte von Österreich-Ungarn 1908,http://staremapy.georeferencer.cz/map/qzEiC0eJvMhrMjSIX5U7DY/201411251534-IOej44/georeference,Národní technické muzeum
Vysoké Tatry,http://staremapy.georeferencer.cz/map/IjQpHdNio6Je8H09RwXD1c/201411251552-o7cTEN/georeference,Národní technické muzeum
Polohopisný plán král. města Tábora,http://staremapy.georeferencer.cz/map/cVuHQHlqnZ2wcpNdcgCSFA/201411251445-5lt7be/georeference,Národní technické muzeum
Plan de Paris,http://staremapy.georeferencer.cz/map/LQkVYs3Tg74dvjEhEqa8E4/201411251549-4YsZIc/georeference,Národní technické muzeum
Plan de Paris,http://staremapy.georeferencer.cz/map/85Cguvx8fSuB9YE6MhsSpI/201411251549-8WPdoS/georeference,Národní technické muzeum
Handkarte der Markgrafschaft Mähren und der Herzogthums Schlesien,http://staremapy.georeferencer.cz/map/hS4St47m8cr5gudH93270k/201411251450-JQuP76/georeference,Národní technické muzeum
Panorama der Elbe von Obřistwy in Böhmen,http://staremapy.georeferencer.cz/map/VxtBr3lygJqCwTKfIfKzVj/201411251450-ACmQWO/georeference,Národní technické muzeum
Sbírka map a diagramů použitých na mírových konferencích v Paříži v letech 1919 - 1920,http://staremapy.georeferencer.cz/map/n1BmSb0XIqwVf2PyAZ8iJE/201411251452-YtOrM3/georeference,Národní technické muzeum
Übersichtskarte zur Geschichte des k.u.k. Infanterieregiments Kaiser No. 1,http://staremapy.georeferencer.cz/map/u02J5A3YbFGPn9ah1Ml2eE/201411251533-H0TvbX/georeference,Národní technické muzeum
Die Ältesten Karten von Deutschland,http://staremapy.georeferencer.cz/map/fkZ5d2SwRJ8pcnnpJxFXxD/201411251548-M9iLYT/georeference,Národní technické muzeum
Carte über den Lauf des Rheins von Basel bis Lauterburg längs der Badisch - Französischen Grenze,http://staremapy.georeferencer.cz/map/WsyQ44epcIFwyexvrJIGFS/201411251546-m1Y00D/georeference,Národní technické muzeum
Bez titulu: Čechy – část,http://staremapy.georeferencer.cz/map/lI092HCGfZi8GsDzAIEv2L/201411251609-pZBmxJ/georeference,Národní technické muzeum
Plan de Paris,http://staremapy.georeferencer.cz/map/hWUa8aYrOkBUYfQXo9VjXH/201411251549-FbBZXb/georeference,Národní technické muzeum
Karte des Gemeindegrenzen,http://staremapy.georeferencer.cz/map/WF6yksB7B71zKQ3Wdaoisq/201411251547-YkQMId/georeference,Národní technické muzeum
Laun (Louny),http://staremapy.georeferencer.cz/map/y9UVYOoigClloamvFftbUH/201411251550-6qjRAP/georeference,Národní technické muzeum
Situationsplan von Brün Stadt,http://staremapy.georeferencer.cz/map/bFJer9Tidmqk2GTkJq1Ql8/201411251534-HjPK1u/georeference,Národní technické muzeum
Topographische Erklärung des Panorama von Paris,http://staremapy.georeferencer.cz/map/KHPipI4naVEkkIyFaLZjyv/201411251442-fyCa6P/georeference,Národní technické muzeum
Soubor němých map pro gymnasia a odborné školy,http://staremapy.georeferencer.cz/map/vcg7DzXhYLQmGYDNvLAXJB/201411251626-2sa48B/georeference,Národní technické muzeum
Prachenský Kraj w Kralowství Českém,http://staremapy.georeferencer.cz/map/PsYtswEI81a38jCYzJns11/201411251445-9TEJZt/georeference,Národní technické muzeum
Meyers neuer Volksatlas,http://staremapy.georeferencer.cz/map/LJOxTpMcDYrPxOEvxqtFl1/201411251611-0La4Pf/georeference,Národní technické muzeum
Plan von Dresden,http://staremapy.georeferencer.cz/map/34DKjw5bc3ILaGXKZ2MqBN/201411251535-JsOjxk/georeference,Národní technické muzeum
Bez titulu: Slepá hydrografická mapa povodí Dunaje,http://staremapy.georeferencer.cz/map/Ig8ZdmCGEhMGrLyhhauIca/201411251605-AasDy6/georeference,Národní technické muzeum
Stereofotogrammetrické vyměřování střední Vltavy,http://staremapy.georeferencer.cz/map/FeNC4HoGeQazykwef0dmPb/201411251536-f7jGUV/georeference,Národní technické muzeum
Brno,http://staremapy.georeferencer.cz/map/GWvJorr4thCCuRB0as5ymG/201411251611-9ycAuI/georeference,Národní technické muzeum
Podiebrad (Poděbrady),http://staremapy.georeferencer.cz/map/7pCJICmcVpW4EVGml45Uxp/201411251548-FXDG91/georeference,Národní technické muzeum
Paris und seine Forts,http://staremapy.georeferencer.cz/map/XZvvuyeunHUbf700fbESYr/201411251609-5oiFNw/georeference,Národní technické muzeum
Rakouské přímoří,http://staremapy.georeferencer.cz/map/PThnARSKqkBwFM0OoTZG9V/201411251442-uGtjOf/georeference,Národní technické muzeum
Seznam smluvených značek pro speciální mapu 1 : 75 000,http://staremapy.georeferencer.cz/map/boJBE9zxoqZfAEWBm24YAo/201501231138-TQseUZ/georeference,Národní technické muzeum
Übersichtskarte von Mittel - Europa,http://staremapy.georeferencer.cz/map/pqge6qdXc1EkNIYvhNEZgx/201411251627-LytjSx/georeference,Národní technické muzeum
Carte Générale de l´Empire d´Allemagne,http://staremapy.georeferencer.cz/map/GGX7YJfD8T2L0hNtALXU7O/201411251542-aC9dss/georeference,Národní technické muzeum
Plan von Prag und Umgebung,http://staremapy.georeferencer.cz/map/v5ni62eOXGyGHjyKcJxLUA/201411251602-OD4dpO/georeference,Národní technické muzeum
Generalkarte von Zentraleuropa,http://staremapy.georeferencer.cz/map/XbIXEzK3h1iKQbjoCJK2KX/201411251544-s11BDG/georeference,Národní technické muzeum
General - Karte von Europa mit Klein - Asien und dem nördlichen Afrika,http://staremapy.georeferencer.cz/map/gptiZDhduYsRfJFqArMgZj/201411251610-m2NN0O/georeference,Národní technické muzeum
Ober und Mittel Italien,http://staremapy.georeferencer.cz/map/4iuXG6ML38JvlQgvureiZ7/201411251535-QmS55V/georeference,Národní technické muzeum
"Ravensteins Verkehrs-, Rad- und Automobilkarte von Wϋrttemberg und Hohemzollern",http://staremapy.georeferencer.cz/map/gCmEMSST6dgILvdwuUkN6r/201411251611-7HfQZC/georeference,Národní technické muzeum
Reliéfkarte der Zürichsee,http://staremapy.georeferencer.cz/map/wQSqU6ngUL3G23z6U7qi56/201411251627-KMXdsa/georeference,Národní technické muzeum
Mapa okresního hejtmanství Královehradeckého,http://staremapy.georeferencer.cz/map/NQXQjT14mGXxnRqHtYLsDA/201411251443-WVXcv3/georeference,Národní technické muzeum
Isochronenkarte Böhmens,http://staremapy.georeferencer.cz/map/5LpjabGmB0AJqO1jdbnLDe/201411251537-6PikFg/georeference,Národní technické muzeum
Marseille,http://staremapy.georeferencer.cz/map/1qKMscaZOH61kZY7JoTUnP/201411251608-QTlmAi/georeference,Národní technické muzeum
Strassen und Eisenbahnkarte des oesterreichischen Kaiserthumes,http://staremapy.georeferencer.cz/map/3F0x9utvLFRSVOjIDTkJTT/201411251533-xG4SbK/georeference,Národní technické muzeum
Ober Italien,http://staremapy.georeferencer.cz/map/bEPd1lqu634JBCtb2b7l74/201411251600-TQG8xh/georeference,Národní technické muzeum
Výškopisný plán hlavního města Prahy s okolím,http://staremapy.georeferencer.cz/map/uxRwgl31HrpYZrT8NUimjt/201411251607-3OMHqs/georeference,Národní technické muzeum
"Polohopisná mapa silnic, cest a obecního majetku okresu Táborského",http://staremapy.georeferencer.cz/map/HSHtpZICKwdAAkz0CPdpBM/201411251446-ElAskD/georeference,Národní technické muzeum
Ypern,http://staremapy.georeferencer.cz/map/Qnh0hyapSfRjd7z51B7tw6/201411251608-6VyDCf/georeference,Národní technické muzeum
Abtheilung der Haupt Ansicht des Riesengebirges aufgenommen von Scholzen Berge bei Warmbrunn,http://staremapy.georeferencer.cz/map/eL27VYX3S0Z4iabZIVGMA7/201411251445-aFRtIG/georeference,Národní technické muzeum
Generální mapa Jihozápadních Čech ( Šumavy ),http://staremapy.georeferencer.cz/map/gVOGTcBbUWNFFBJvSSnnji/201411251601-QOPTJU/georeference,Národní technické muzeum
Politischer Bezirk Trautenau,http://staremapy.georeferencer.cz/map/YzNQbhrHwqrYgUKhVXRx0J/201411251530-pvpCTK/georeference,Národní technické muzeum
Geologisch - Montanistische Karte des Königreiches Böhmen,http://staremapy.georeferencer.cz/map/GoywZxRENcsF1FG0kIvYQh/201411251454-aTy8UA/georeference,Národní technické muzeum
Plan der Hauptstadt Prag,http://staremapy.georeferencer.cz/map/58EKqIUHTngCzRSfbEwmZz/201411251547-BWsm7g/georeference,Národní technické muzeum
Antwerpen,http://staremapy.georeferencer.cz/map/B9KMGLiEKfVI3aK7BJjH3d/201411251608-Ee5BAC/georeference,Národní technické muzeum
General - Karte vom Königreich Böhmen,http://staremapy.georeferencer.cz/map/89zsB6Yvkge3q9FE9TgYFL/201411251441-yztwFN/georeference,Národní technické muzeum
"Braun: Autová mapa I-III (Slovensko, Podkarpatská Rus)",http://staremapy.georeferencer.cz/map/UzsI1Sq15VU0GSTiXHUggM/201411251541-hpk1yH/georeference,Národní technické muzeum
Generalkarte von Zentraleuropa,http://staremapy.georeferencer.cz/map/B1tOFuixEG2YujsZwd2H1A/201411251544-1m7RLu/georeference,Národní technické muzeum
Atlas d'industrie de la république tchécoslovaque,http://staremapy.georeferencer.cz/map/wE0749GsYejUmNRZH5MVYI/201411251611-00FT0a/georeference,Národní technické muzeum
Special -Karte der Vereinigten Staaten von Nord - America,http://staremapy.georeferencer.cz/map/0sXbUEGUo6W5qJYChVj10S/201412061546-B7MGVV/georeference,Národní technické muzeum
Plan de Paris,http://staremapy.georeferencer.cz/map/MbJRGYinfPKukxdSUF5jqw/201412061638-fB87af/georeference,Národní technické muzeum
The Survey Plan & Guide London,http://staremapy.georeferencer.cz/map/vMq84l4Q3lNl1jVYqgNYl2/201511042143-qnII8Q/georeference,Národní technické muzeum
Klíč smluvených značek pro mapy v m. 1 : 10 000 a 1 : 5 000,http://staremapy.georeferencer.cz/map/gzFOWCzsU9jgcgEo1GhGON/201501221720-MBoQKk/georeference,Národní technické muzeum
Meyers neuer Volksatlas,http://staremapy.georeferencer.cz/map/UGBD78d4rfWDp8n3Lia5pd/201412090902-Batwcy/georeference,Národní technické muzeum
Isochronenkarte Böhmens,http://staremapy.georeferencer.cz/map/NEwTu7GoyaypY16tKnV3aC/201412081037-5ZVNnQ/georeference,Národní technické muzeum
Isochronická mapa Čech s úvodem o isochronii vůbec,http://staremapy.georeferencer.cz/map/QGUaYGWZNliZmoRkGLaM7D/201412081904-sTOE48/georeference,Národní technické muzeum
Plan Q des Saustromes vom weissen Schwalt bis Mittale,http://staremapy.georeferencer.cz/map/JJqdeRrflsPUIGHloT8ZKU/201607172125-89bC5w/georeference,Národní technické muzeum
Bez titulu: Okolí Plevna,http://staremapy.georeferencer.cz/map/lMDxK82wmHeBlnDiUCFvhw/201412081939-E1Py94/georeference,Národní technické muzeum
Neueste Eisenbahn-u. Post - Reisekarte Mittel-Europa,http://staremapy.georeferencer.cz/map/OpiUauSN3sY7xMb6WbjYt6/201412082101-D20fsi/georeference,Národní technické muzeum
Liste des Rues et Plan de Marseille,http://staremapy.georeferencer.cz/map/2ph2G0RgYLgw7BTjdo2xJF/201412131542-nBtxV9/georeference,Národní technické muzeum
Plan de Bruxelles et des Communes limitrophes,http://staremapy.georeferencer.cz/map/9JEebQTqkVRT0gxfb3A0T7/201412140742-JaM36O/georeference,Národní technické muzeum
Geologishe Übersichtskarte der Österreichischen Monarchie...,http://staremapy.georeferencer.cz/map/6mAkr4bkH8n0SXacSSFtOi/201505311336-7tKXAp/georeference,Národní technické muzeum
Carte routiere des environs de Bruxelles,http://staremapy.georeferencer.cz/map/IuNSBNRHcUERE8t6uosNdW/201412170901-DFZKlZ/georeference,Národní technické muzeum
Plan Monumental de Paris au XVII siécle VII.,http://staremapy.georeferencer.cz/map/jCVM3gtigU47ybtUXEehLC/201412281934-0lOiGB/georeference,Národní technické muzeum
The Survey Plan & Guide London,http://staremapy.georeferencer.cz/map/MZy89ekrDsitqmhHumx2AK/201412192233-v2CMcL/georeference,Národní technické muzeum
Stabilní katastr - Procovní otisk Biela,http://staremapy.georeferencer.cz/map/sAnC2YIgE7Y5vxmRKhQurW/201501021509-hPqmi2/georeference,Národní technické muzeum
"Angenehme Augen... Kupferplatten die Geographie, Astronomie, Heraldic, Geometrie…",http://staremapy.georeferencer.cz/map/2TDqbr7voTrhuf0EOMYbbu/201412221829-69KL3F/georeference,Národní technické muzeum
Instruktion für die Evidenzhaltung der Kartenwerke,http://staremapy.georeferencer.cz/map/D6bxP9PYC5roN5H90beLT4/201412222201-wkxJsi/georeference,Národní technické muzeum
Sklep v Klementinu u Hvězdárny,http://staremapy.georeferencer.cz/map/2u5va133Qju2xbgYHqxliK/201503241022-1OVps6/georeference,Národní technické muzeum
Eine Ansicht von Wien und seiner Umgebung aus dem Jahre 1742,http://staremapy.georeferencer.cz/map/9agB4NqL1Hd1e5sPkQcN8g/201412221120-znp3xG/georeference,Národní technické muzeum
Eisenbahnkarte von Österreich-Ungarn 1915,http://staremapy.georeferencer.cz/map/bpxHWMfhCrZbEmBJke54pD/201412221719-NKa7VB/georeference,Národní technické muzeum
La Topographie de Paris ou Plan détaillé de la Ville de Paris,http://staremapy.georeferencer.cz/map/eHfU7TuGIQ59Xsi4IhkifO/201412221758-eeci3t/georeference,Národní technické muzeum
Neuester Plan Stadt Nürnberg,http://staremapy.georeferencer.cz/map/K66flPW3htNEYwcljzotYz/201412230828-XCfeSz/georeference,Národní technické muzeum
Saiger Riess,http://staremapy.georeferencer.cz/map/64FAV1dmgRJr4g9GJYb7Qj/201412231506-TrO4vo/georeference,Národní technické muzeum
Bez titulu: Čechy – kolekce vedut,http://staremapy.georeferencer.cz/map/uQJxO0IFDtV9okrHgvEyrX/201505251912-RGyjXw/georeference,Národní technické muzeum
Soubor smluvených mapových značek,http://staremapy.georeferencer.cz/map/slvudSsbV8Xf2MtwSlZ00A/201412270742-7FPxwM/georeference,Národní technické muzeum
"Seznam značek pro mapy 1:1000, 1:2000 a 1:5000",http://staremapy.georeferencer.cz/map/LN4LUxFOlSlmOmZYuMUt7d/201412271605-dMWWND/georeference,Národní technické muzeum
Orientační plán hlavího města Prahy,http://staremapy.georeferencer.cz/map/7R1RbbCwifpO99bPRMslN9/201607172138-mukWeM/georeference,Národní technické muzeum
Atlas hvězdné oblohy,http://staremapy.georeferencer.cz/map/iVFKjNz13cYv8mx6C5o6mi/201412291642-TXmswm/georeference,Národní technické muzeum
Plan von Prag und dem Vororten,http://staremapy.georeferencer.cz/map/2S4unkgtQlAuELD2EUQOg4/201412301504-17PdHF/georeference,Národní technické muzeum
Carte chorographique de la Boheme…,http://staremapy.georeferencer.cz/map/5RfyVsSVMUZg3nKQCxOhq0/201607172139-jPzGLQ/georeference,Národní technické muzeum
Plán král. hl. města Prahy a obcí sousedních,http://staremapy.georeferencer.cz/map/kDDkpo4zqShLBl8SX1kNNn/201607172140-nkZpzi/georeference,Národní technické muzeum
Eisenbahnkarte von Böhmen,http://staremapy.georeferencer.cz/map/7kynttvrXkrPtkAoCb1KLL/201412311323-sGGwKo/georeference,Národní technické muzeum
Panorama der Elbe von Obřistwy in Böhmen,http://staremapy.georeferencer.cz/map/KwCuDlRflX3r8yzHtb4SKh/201501010834-X52Edi/georeference,Národní technické muzeum
Ethnographische Karte von Europäischen Türkei…,http://staremapy.georeferencer.cz/map/pVf97NXT8qyFDCgrZ6PE2q/201501011252-bxq8AW/georeference,Národní technické muzeum
